ID,Name in English,Degree of endangerment,Countries,Number of speakers,country_count,naive_speakers_per_country
1022,South Italian,Vulnerable,Italy,7500000.0,1,7500000.0
1023,Sicilian,Vulnerable,Italy,5000000.0,1,5000000.0
2211,Yiddish (Israel),Definitely endangered,Israel,3000000.0,1,3000000.0
1586,Gondi,Vulnerable,India,2713790.0,1,2713790.0
1943,Quechua of Southern Bolivia,Vulnerable,Bolivia (Plurinational State of),2300000.0,1,2300000.0
399,Piedmontese,Definitely endangered,Italy,2000000.0,1,2000000.0
1985,Zazaki,Vulnerable,Turkey,2000000.0,1,2000000.0
1591,Kurux (India),Vulnerable,India,1751489.0,1,1751489.0
2065,Tamajeq,Vulnerable,Niger,1750000.0,1,1750000.0
382,Lombard,Definitely endangered,"Italy, Switzerland",3500000.0,2,1750000.0
1585,Tulu,Vulnerable,India,1722768.0,1,1722768.0
1556,Kangdi,Definitely endangered,India,1700000.0,1,1700000.0
410,Scots,Vulnerable,United Kingdom of Great Britain and Northern Ireland,1500000.0,1,1500000.0
334,Bashkir,Vulnerable,Russian Federation,1379727.0,1,1379727.0
1067,Chechen,Vulnerable,Russian Federation,1331844.0,1,1331844.0
338,Chuvash,Vulnerable,Russian Federation,1325382.0,1,1325382.0
1227,Meithei,Vulnerable,India,1250000.0,1,1250000.0
1013,Quechua of Cuzco,Vulnerable,Peru,1115000.0,1,1115000.0
1565,Kumaoni,Vulnerable,"India, Nepal",2003783.0,2,1001891.5
349,Emilian-Romagnol,Definitely endangered,"Italy, San Marino",2000000.0,2,1000000.0
383,Low Saxon,Vulnerable,"Germany, Denmark, Netherlands, Poland, Russian Federation",4800000.0,5,960000.0
1577,Kui,Vulnerable,India,916222.0,1,916222.0
1231,Khasi,Vulnerable,India,912000.0,1,912000.0
337,Campidanese,Definitely endangered,Italy,900000.0,1,900000.0
1229,Bodo,Vulnerable,India,900000.0,1,900000.0
1803,K'iche' (Guatemala),Vulnerable,Guatemala,890596.0,1,890596.0
1020,Limburgian-Ripuarian,Vulnerable,"Germany, Belgium, Netherlands",2600000.0,3,866666.6666666666
989,Quechua of Ayacucho,Definitely endangered,Peru,850000.0,1,850000.0
1117,Newar,Definitely endangered,Nepal,825458.0,1,825458.0
701,Tamaceq,Definitely endangered,Mali,800000.0,1,800000.0
1069,Avar,Vulnerable,Russian Federation,784840.0,1,784840.0
425,Welsh,Vulnerable,United Kingdom of Great Britain and Northern Ireland,750000.0,1,750000.0
1211,Mundari,Vulnerable,India,750000.0,1,750000.0
1827,Q'eqchi' (Guatemala),Vulnerable,Guatemala,716101.0,1,716101.0
335,Belarusian,Vulnerable,"Belarus, Latvia, Lithuania, Poland, Russian Federation, Ukraine",4000000.0,6,666666.6666666666
1021,Venetan,Vulnerable,"Croatia, Italy, Slovenia",2000000.0,3,666666.6666666666
755,Aymara,Vulnerable,"Bolivia (Plurinational State of), Chile, Peru",2000000.0,3,666666.6666666666
1559,Mandeali,Definitely endangered,India,611930.0,1,611930.0
997,Quechua of Ancash and Huánuco,Definitely endangered,Peru,600000.0,1,600000.0
353,Friulian,Definitely endangered,Italy,600000.0,1,600000.0
1114,Tamang,Vulnerable,"India, Nepal",1196639.0,2,598319.5
1091,Mising,Definitely endangered,India,550000.0,1,550000.0
1230,Mizo,Vulnerable,India,529000.0,1,529000.0
1070,Dargwa,Vulnerable,Russian Federation,503523.0,1,503523.0
1515,Talysh,Vulnerable,"Azerbaijan, Iran (Islamic Republic of)",1000000.0,2,500000.0
1024,Eastern Slovak,Vulnerable,"Slovakia, Ukraine",1000000.0,2,500000.0
375,Languedocian,Severely endangered,France,500000.0,1,500000.0
1476,West Flemish,Vulnerable,"Belgium, France, Netherlands",1500000.0,3,500000.0
1558,Mahasui,Definitely endangered,India,496024.0,1,496024.0
1118,Magar,Definitely endangered,Nepal,489383.0,1,489383.0
1822,Mam (Guatemala),Vulnerable,Guatemala,477717.0,1,477717.0
418,Udmurt,Definitely endangered,Russian Federation,463837.0,1,463837.0
1506,Huasteca Náhuatl,Vulnerable,Mexico,463183.0,1,463183.0
1074,Kumyk,Vulnerable,Russian Federation,458121.0,1,458121.0
508,Yakut,Vulnerable,Russian Federation,456288.0,1,456288.0
1801,Kaqchikel (Guatemala),Vulnerable,Guatemala,444954.0,1,444954.0
1165,Karbi,Vulnerable,India,420000.0,1,420000.0
347,Eastern Mari,Definitely endangered,Russian Federation,414211.0,1,414211.0
1068,Ingush,Vulnerable,Russian Federation,405343.0,1,405343.0
2222,Mon,Vulnerable,"Myanmar, Thailand",800000.0,2,400000.0
1212,Ho,Vulnerable,India,400000.0,1,400000.0
534,Lalo,Vulnerable,China,400000.0,1,400000.0
378,Limousin,Severely endangered,France,400000.0,1,400000.0
626,Mapuche (Chile),Definitely endangered,Chile,400000.0,1,400000.0
381,Logudorese,Definitely endangered,Italy,400000.0,1,400000.0
2165,Judezmo (Israel),Severely endangered,Israel,400000.0,1,400000.0
350,Erzya,Definitely endangered,Russian Federation,400000.0,1,400000.0
1503,Central Náhuatl,Vulnerable,Mexico,395581.0,1,395581.0
964,Bantawa,Vulnerable,Nepal,371056.0,1,371056.0
1202,Angika,Vulnerable,"India, Nepal",740892.0,2,370446.0
1424,Santa,Vulnerable,China,360000.0,1,360000.0
426,West Frisian,Vulnerable,Netherlands,350000.0,1,350000.0
1057,Mingrelian,Definitely endangered,Georgia,350000.0,1,350000.0
398,Picard,Severely endangered,"Belgium, France",700000.0,2,350000.0
1228,Kokborok,Vulnerable,"Bangladesh, India",695000.0,2,347500.0
1113,Gurung,Definitely endangered,Nepal,338925.0,1,338925.0
377,Ligurian,Definitely endangered,"France, Italy, Monaco",1000000.0,3,333333.3333333333
415,Basque,Vulnerable,"Spain, France",660000.0,2,330000.0
1065,Kabard-Cherkes,Vulnerable,"Russian Federation, Turkey",650000.0,2,325000.0
1075,Karachay-Balkar,Vulnerable,Russian Federation,302748.0,1,302748.0
1578,Kuvi,Definitely endangered,India,300000.0,1,300000.0
1026,Torlak,Vulnerable,"Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia",1500000.0,5,300000.0
2452,Moroccan Judeo-Arabic (Israel),Definitely endangered,Israel,300000.0,1,300000.0
1935,"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Definitely endangered,Ecuador,300000.0,1,300000.0
469,Buryat (Trans-Baikal),Definitely endangered,Russian Federation,300000.0,1,300000.0
401,Plautdietsch,Definitely endangered,Ukraine,300000.0,1,300000.0
1479,Waxiang,Vulnerable,China,300000.0,1,300000.0
1574,Kurru,Definitely endangered,India,300000.0,1,300000.0
1563,Garhwali,Vulnerable,India,279500.0,1,279500.0
1066,Ossete,Vulnerable,"Georgia, Russian Federation",550000.0,2,275000.0
1523,Polesian,Vulnerable,"Belarus, Poland, Ukraine",800000.0,3,266666.6666666667
1205,Sora,Vulnerable,India,250000.0,1,250000.0
336,Breton,Severely endangered,France,250000.0,1,250000.0
1072,Lezgian,Vulnerable,"Azerbaijan, Russian Federation",500000.0,2,250000.0
1380,Bade,Vulnerable,Nigeria,250000.0,1,250000.0
2245,Phula (China),Vulnerable,China,250000.0,1,250000.0
1119,Konyak,Vulnerable,India,248000.0,1,248000.0
1130,Ao,Vulnerable,India,243000.0,1,243000.0
1970,Nafusi,Severely endangered,Libyan Arab Jamahiriya,240000.0,1,240000.0
1592,Malto,Definitely endangered,India,224926.0,1,224926.0
1600,Khowar,Vulnerable,Pakistan,222800.0,1,222800.0
2481,Maiya,Vulnerable,Pakistan,220000.0,1,220000.0
373,Komi,Definitely endangered,Russian Federation,217316.0,1,217316.0
1204,Kharia,Vulnerable,India,200000.0,1,200000.0
2225,Western Cham,Vulnerable,Cambodia,200000.0,1,200000.0
847,Khorasani Turk,Vulnerable,Iran (Islamic Republic of),200000.0,1,200000.0
355,Gallo,Severely endangered,France,200000.0,1,200000.0
407,Rusyn,Vulnerable,"Hungary, Poland, Romania, Slovakia, Ukraine",1000000.0,5,200000.0
1947,Walloon,Definitely endangered,"Belgium, France, Luxembourg",600000.0,3,200000.0
1570,Irula,Vulnerable,India,200000.0,1,200000.0
1384,Gera,Vulnerable,Nigeria,200000.0,1,200000.0
328,Moksha,Definitely endangered,Russian Federation,200000.0,1,200000.0
1210,Korku,Vulnerable,India,200000.0,1,200000.0
1161,Thado,Vulnerable,India,191000.0,1,191000.0
1557,Kului,Definitely endangered,India,170770.0,1,170770.0
977,Nyishi,Vulnerable,India,170000.0,1,170000.0
1132,Lhota,Vulnerable,India,170000.0,1,170000.0
1898,Ngäbere (Panama),Vulnerable,Panama,169130.0,1,169130.0
2485,Brahui,Vulnerable,"Iran (Islamic Republic of), Pakistan, Afghanistan",500000.0,3,166666.66666666666
1582,Kodagu,Definitely endangered,India,166187.0,1,166187.0
1253,Dzongkha,Vulnerable,Bhutan,160000.0,1,160000.0
295,Guajiro,Vulnerable,"Colombia, Venezuela (Bolivarian Republic of)",318500.0,2,159250.0
368,Kalmyk,Definitely endangered,Russian Federation,153602.0,1,153602.0
1071,Lak,Vulnerable,Russian Federation,153373.0,1,153373.0
1028,Limbu,Definitely endangered,"India, Nepal",300000.0,2,150000.0
1996,Tamzabit,Vulnerable,Algeria,150000.0,1,150000.0
1174,Rabha,Vulnerable,India,150000.0,1,150000.0
404,Provençal,Severely endangered,France,150000.0,1,150000.0
1154,Tangkhul,Vulnerable,India,142000.0,1,142000.0
1826,Q'aanjob'al,Vulnerable,Guatemala,139830.0,1,139830.0
1569,Badaga,Definitely endangered,India,134514.0,1,134514.0
1140,Angami,Vulnerable,India,132000.0,1,132000.0
1073,Tabasaran,Vulnerable,Russian Federation,128391.0,1,128391.0
1553,Chambeali,Definitely endangered,India,126589.0,1,126589.0
352,Gascon,Definitely endangered,"Spain, France",250000.0,2,125000.0
1129,Phom,Vulnerable,India,123000.0,1,123000.0
1588,Kolami,Definitely endangered,India,121855.0,1,121855.0
405,Romani,Definitely endangered,"Albania, Germany, Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Estonia, Finland, France, Greece, Hungary, Italy, Latvia, Lithuania, The former Yugoslav Republic of Macedonia, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slovakia, Slovenia, Switzerland, Czech Republic, Turkey, Ukraine, Serbia, Montenegro",3500000.0,29,120689.6551724138
408,Sassarese,Definitely endangered,Italy,120000.0,1,120000.0
784,Navajo,Vulnerable,United States of America,120000.0,1,120000.0
655,Tamahaq (Algeria),Vulnerable,Algeria,120000.0,1,120000.0
1590,Konda,Definitely endangered,India,118597.0,1,118597.0
916,Sierra Totonac,Severely endangered,Mexico,118367.0,1,118367.0
1564,Jaunsari,Definitely endangered,India,114733.0,1,114733.0
1167,Dimasa,Vulnerable,India,112000.0,1,112000.0
1429,Salar,Vulnerable,China,104503.0,1,104503.0
1136,Simi,Vulnerable,India,104000.0,1,104000.0
904,Phurhepecha,Vulnerable,Mexico,102988.0,1,102988.0
356,Gallurese,Definitely endangered,Italy,100000.0,1,100000.0
1891,Miskito (Nicaragua),Vulnerable,Nicaragua,100000.0,1,100000.0
342,Crimean Tatar (Crimea),Severely endangered,Ukraine,100000.0,1,100000.0
365,Alpine Provençal,Definitely endangered,"France, Italy",200000.0,2,100000.0
331,Aromanian,Definitely endangered,"Albania, Bulgaria, Greece, The former Yugoslav Republic of Macedonia, Serbia",500000.0,5,100000.0
1944,Quechua of Northern Bolivia,Vulnerable,Bolivia (Plurinational State of),100000.0,1,100000.0
1233,Ordos,Definitely endangered,China,100000.0,1,100000.0
451,Dagur (Nonni),Definitely endangered,China,100000.0,1,100000.0
1754,Mapuche (Argentina),Severely endangered,Argentina,100000.0,1,100000.0
1861,Garífuna (Honduras),Vulnerable,Honduras,98000.0,1,98000.0
424,Moselle Franconian,Vulnerable,"Germany, Belgium, France, Luxembourg",390000.0,4,97500.0
1162,Kabui,Vulnerable,India,95000.0,1,95000.0
292,Embera (Colombia),Vulnerable,Colombia,95000.0,1,95000.0
397,Permyak,Definitely endangered,Russian Federation,94328.0,1,94328.0
1434,Oyrat,Definitely endangered,"China, Kyrgyzstan, Mongolia",280000.0,3,93333.33333333333
1825,Poqomchi',Vulnerable,Guatemala,92941.0,1,92941.0
1135,Yimchungru,Vulnerable,India,92000.0,1,92000.0
669,Nogay (Caucasus),Definitely endangered,Russian Federation,90020.0,1,90020.0
700,Heiban,Vulnerable,Sudan,90000.0,1,90000.0
1930,Quichua (Cañar and Azuay),Severely endangered,Ecuador,90000.0,1,90000.0
389,Gagauz (Bessarabia),Definitely endangered,"Republic of Moldova, Ukraine",180000.0,2,90000.0
932,Mezquital Otomí,Definitely endangered,Mexico,88789.0,1,88789.0
940,Eastern Mazahua,Definitely endangered,Mexico,88001.0,1,88001.0
1599,Burushaski,Vulnerable,Pakistan,87000.0,1,87000.0
981,Adi,Vulnerable,"China, India",170000.0,2,85000.0
928,Central Otomí,Definitely endangered,Mexico,84593.0,1,84593.0
1141,Chokri,Vulnerable,India,84000.0,1,84000.0
1133,Sangtam,Vulnerable,India,84000.0,1,84000.0
1791,Ixil (Guatemala),Vulnerable,Guatemala,83574.0,1,83574.0
1777,Achi',Vulnerable,Guatemala,82640.0,1,82640.0
1686,Yem,Vulnerable,Ethiopia,81613.0,1,81613.0
1144,Mao,Vulnerable,India,81000.0,1,81000.0
1234,Tuvan,Vulnerable,"China, Mongolia, Russian Federation",242754.0,3,80918.0
1058,Svan,Definitely endangered,Georgia,80000.0,1,80000.0
2303,Quechua of Santiago del Estero,Definitely endangered,Argentina,80000.0,1,80000.0
1347,Arbëresh,Definitely endangered,Italy,80000.0,1,80000.0
1765,Lari,Definitely endangered,Iran (Islamic Republic of),80000.0,1,80000.0
2163,Taznatit,Severely endangered,Algeria,80000.0,1,80000.0
340,Corsican,Definitely endangered,"France, Italy",160000.0,2,80000.0
641,Páez,Definitely endangered,Colombia,80000.0,1,80000.0
376,Latgalian,Vulnerable,"Latvia, Russian Federation",150000.0,2,75000.0
2179,Razihi,Definitely endangered,Yemen,75000.0,1,75000.0
332,Asturian-Leonese,Definitely endangered,"Spain, Portugal",150000.0,2,75000.0
2237,Tai Neua,Vulnerable,Lao People's Democratic Republic,70000.0,1,70000.0
702,Maori,Vulnerable,New Zealand,70000.0,1,70000.0
1713,Acheron,Severely endangered,Sudan,70000.0,1,70000.0
7,Western Armenian (Middle East),Definitely endangered,"Iraq, Lebanon, Syrian Arab Republic",200000.0,3,66666.66666666667
1562,Kinnauri,Definitely endangered,India,65097.0,1,65097.0
1594,Kurux (Bangladesh),Vulnerable,Bangladesh,65000.0,1,65000.0
1056,Laz,Definitely endangered,"Georgia, Turkey",130000.0,2,65000.0
1330,Gallo-Sicilian,Definitely endangered,Italy,65000.0,1,65000.0
1258,Tshangla,Vulnerable,"Bhutan, China, India",193000.0,3,64333.333333333336
1831,Tz'utujil,Definitely endangered,Guatemala,63237.0,1,63237.0
2350,Chamorro,Vulnerable,Guam (U.S.A.),62500.0,1,62500.0
741,Ashaninka (Peru),Vulnerable,Peru,62468.0,1,62468.0
1131,Chang,Vulnerable,India,62000.0,1,62000.0
1897,Kuna (Panama),Vulnerable,Panama,61703.0,1,61703.0
1554,Churahi,Definitely endangered,India,61199.0,1,61199.0
1139,Rengma,Vulnerable,India,61000.0,1,61000.0
1155,Nruanghmei,Vulnerable,India,61000.0,1,61000.0
1027,Faroese,Vulnerable,Faroe Islands,60000.0,1,60000.0
2480,Torwali,Definitely endangered,Pakistan,60000.0,1,60000.0
2439,Northern Tujia,Severely endangered,China,60000.0,1,60000.0
1787,Chuj (Guatemala),Vulnerable,Guatemala,59048.0,1,59048.0
1186,Kachari,Definitely endangered,India,59000.0,1,59000.0
411,Scottish Gaelic,Definitely endangered,United Kingdom of Great Britain and Northern Ireland,58552.0,1,58552.0
1504,Sierra de Puebla Náhuatl,Definitely endangered,Mexico,57189.0,1,57189.0
643,Limonese Creole,Definitely endangered,Costa Rica,55000.0,1,55000.0
370,Kashubian,Severely endangered,Poland,53000.0,1,53000.0
1179,Ladakhi,Vulnerable,"China, India",105000.0,2,52500.0
481,Khakas,Definitely endangered,Russian Federation,52217.0,1,52217.0
1587,Parji,Critically endangered,India,51216.0,1,51216.0
1078,Pontic Greek,Definitely endangered,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine",300000.0,6,50000.0
1159,Paite,Vulnerable,India,50000.0,1,50000.0
1929,Quichua (Imbabura),Definitely endangered,Ecuador,50000.0,1,50000.0
1620,Mehri,Definitely endangered,"Oman, Yemen",100000.0,2,50000.0
1422,Huzhu Monguor,Severely endangered,China,50000.0,1,50000.0
2229,Eastern Cham,Definitely endangered,Viet Nam,50000.0,1,50000.0
1232,Hmar,Vulnerable,India,50000.0,1,50000.0
1352,Arvanitika,Severely endangered,Greece,50000.0,1,50000.0
462,Southern Altay,Definitely endangered,Russian Federation,50000.0,1,50000.0
1494,Western Armenian (Turkey),Definitely endangered,Turkey,50000.0,1,50000.0
96,Suba,Vulnerable,"Kenya, United Republic of Tanzania",100000.0,2,50000.0
2180,Zenatiya,Critically endangered,Algeria,50000.0,1,50000.0
122,Zaramo,Definitely endangered,United Republic of Tanzania,50000.0,1,50000.0
507,Buryat (Cis-Baikal),Severely endangered,Russian Federation,50000.0,1,50000.0
687,West Greenlandic,Vulnerable,Greenland (Kingdom of Denmark),50000.0,1,50000.0
1475,Transylvanian Saxon,Severely endangered,Romania,50000.0,1,50000.0
1949,Soqotri,Severely endangered,Yemen,50000.0,1,50000.0
915,Papantla Totonac,Definitely endangered,Mexico,49748.0,1,49748.0
1108,Wancho,Vulnerable,India,49000.0,1,49000.0
2232,Suret,Definitely endangered,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey",240000.0,5,48000.0
1128,Sherpa,Vulnerable,"China, India, Nepal",143693.0,3,47897.666666666664
760,Shughni,Vulnerable,"Tajikistan, Afghanistan",95000.0,2,47500.0
2241,Cosung (China),Definitely endangered,China,47000.0,1,47000.0
1213,Bhumji,Vulnerable,India,47000.0,1,47000.0
2240,Cosung (Viet Nam),Definitely endangered,Viet Nam,47000.0,1,47000.0
1931,Quichua (Loja),Severely endangered,Ecuador,45000.0,1,45000.0
2249,Baheng (China),Vulnerable,China,45000.0,1,45000.0
60,Lumun,Definitely endangered,Sudan,45000.0,1,45000.0
1025,Chamling,Definitely endangered,Nepal,44093.0,1,44093.0
1329,Reshe,Vulnerable,Nigeria,44000.0,1,44000.0
927,Sierra Otomí,Vulnerable,Mexico,43468.0,1,43468.0
704,Rarotongan,Vulnerable,Cook Islands,43000.0,1,43000.0
134,Phuthi,Definitely endangered,Lesotho,43000.0,1,43000.0
1064,Adyge,Vulnerable,"Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey",300000.0,7,42857.142857142855
1804,Khalaj,Vulnerable,Iran (Islamic Republic of),42100.0,1,42100.0
1076,Abkhaz,Vulnerable,"Georgia, Russian Federation, Turkey",125000.0,3,41666.666666666664
1143,Kheza,Vulnerable,India,41000.0,1,41000.0
1304,Jola-Kassa,Vulnerable,Senegal,40850.0,1,40850.0
1447,Satār,Vulnerable,Nepal,40260.0,1,40260.0
998,"Quechua of Cajatambo, Pasco and northern Junín",Severely endangered,Peru,40000.0,1,40000.0
70,Laro,Definitely endangered,Sudan,40000.0,1,40000.0
1247,Kheng,Vulnerable,Bhutan,40000.0,1,40000.0
149,Patani Malay,Vulnerable,Thailand,40000.0,1,40000.0
2236,Tai Daeng,Vulnerable,"Lao People's Democratic Republic, Viet Nam",80000.0,2,40000.0
1275,Quichua (Napo),Definitely endangered,Ecuador,40000.0,1,40000.0
1104,Tangsa,Vulnerable,India,40000.0,1,40000.0
986,Minyong,Vulnerable,India,40000.0,1,40000.0
1137,Mru,Severely endangered,Myanmar,40000.0,1,40000.0
2210,Tetserret,Severely endangered,Niger,40000.0,1,40000.0
1208,Gutob,Vulnerable,India,40000.0,1,40000.0
734,Awajun,Vulnerable,Peru,39000.0,1,39000.0
1717,Ngile,Severely endangered,Sudan,38000.0,1,38000.0
1134,Khiamngan,Vulnerable,India,38000.0,1,38000.0
2235,Phunoi,Vulnerable,Lao People's Democratic Republic,37311.0,1,37311.0
905,Lower Mixe,Vulnerable,Mexico,37000.0,1,37000.0
1151,Maram,Vulnerable,India,37000.0,1,37000.0
427,Western Mari,Severely endangered,Russian Federation,36822.0,1,36822.0
1082,Chepang,Vulnerable,Nepal,36807.0,1,36807.0
1356,Chontal Tabasco,Severely endangered,Mexico,36514.0,1,36514.0
2414,Muji,Definitely endangered,China,36500.0,1,36500.0
1568,Bishnupriya Manipuri Creole,Vulnerable,"Bangladesh, India",72899.0,2,36449.5
1778,Akatek (Guatemala),Vulnerable,Guatemala,35763.0,1,35763.0
1491,Huichol,Vulnerable,Mexico,35724.0,1,35724.0
406,Romansh,Definitely endangered,Switzerland,35095.0,1,35095.0
1218,Korwa,Vulnerable,India,35000.0,1,35000.0
988,Galo,Vulnerable,India,35000.0,1,35000.0
759,Shuar chicham,Definitely endangered,Ecuador,35000.0,1,35000.0
938,Apatani,Vulnerable,India,35000.0,1,35000.0
999,Wanka Quechua,Severely endangered,Peru,35000.0,1,35000.0
1800,Jakaltek (Guatemala),Definitely endangered,Guatemala,34038.0,1,34038.0
1147,Liangmai,Vulnerable,India,34000.0,1,34000.0
1150,Zeme,Vulnerable,India,34000.0,1,34000.0
1277,Highland Mazatec,Vulnerable,Mexico,33859.0,1,33859.0
1116,Thangmi,Definitely endangered,Nepal,33500.0,1,33500.0
1567,Bhadravahi,Definitely endangered,"India, Pakistan",66918.0,2,33459.0
366,Francoprovençal,Definitely endangered,"France, Italy, Switzerland",100000.0,3,33333.333333333336
1106,Nocte,Vulnerable,India,33000.0,1,33000.0
1490,Mayo,Critically endangered,Mexico,32869.0,1,32869.0
2309,Lauje,Vulnerable,Indonesia,32000.0,1,32000.0
431,Danuwar,Severely endangered,Nepal,31849.0,1,31849.0
1561,Sirmaudi,Critically endangered,India,31144.0,1,31144.0
1171,Koch,Definitely endangered,India,31000.0,1,31000.0
1768,Dzhidi,Definitely endangered,Iran (Islamic Republic of),30000.0,1,30000.0
2030,Amis,Vulnerable,China,30000.0,1,30000.0
2525,Biak,Vulnerable,Indonesia,30000.0,1,30000.0
2181,Tidikelt,Critically endangered,Algeria,30000.0,1,30000.0
2321,Tialo,Vulnerable,Indonesia,30000.0,1,30000.0
1276,Quichua (Pastaza),Definitely endangered,Ecuador,30000.0,1,30000.0
979,Tagin,Vulnerable,India,30000.0,1,30000.0
659,Toba,Definitely endangered,Argentina,30000.0,1,30000.0
1715,Moro,Definitely endangered,Sudan,30000.0,1,30000.0
1012,Quechua of Cajamarca,Severely endangered,Peru,30000.0,1,30000.0
2425,Mulam,Vulnerable,China,30000.0,1,30000.0
503,Tundra Nenets,Definitely endangered,Russian Federation,30000.0,1,30000.0
2408,Wuse,Vulnerable,China,30000.0,1,30000.0
2427,Maonan,Vulnerable,China,30000.0,1,30000.0
565,Ladin,Definitely endangered,Italy,30000.0,1,30000.0
1245,Bumthang,Vulnerable,Bhutan,30000.0,1,30000.0
2451,Judeo-Berber (Israel),Severely endangered,Israel,30000.0,1,30000.0
1120,Kham,Definitely endangered,Nepal,30000.0,1,30000.0
1035,Agul,Definitely endangered,Russian Federation,29399.0,1,29399.0
1146,Mzieme,Vulnerable,India,29000.0,1,29000.0
1844,Bateri,Definitely endangered,Pakistan,29000.0,1,29000.0
1112,Ghale,Vulnerable,Nepal,28989.0,1,28989.0
907,Sierra Popoluca,Vulnerable,Mexico,28700.0,1,28700.0
1446,Kurux (Nepal),Vulnerable,Nepal,28615.0,1,28615.0
1170,Deori,Definitely endangered,India,28000.0,1,28000.0
1279,Soyaltepec Mazatec,Vulnerable,Mexico,27524.0,1,27524.0
941,Western Mazahua,Definitely endangered,Mexico,27037.0,1,27037.0
1430,Sibe,Severely endangered,China,27000.0,1,27000.0
1505,Isthmus Náhuatl,Vulnerable,Mexico,26632.0,1,26632.0
1105,Sunwar,Vulnerable,Nepal,26611.0,1,26611.0
1302,Mancagne,Vulnerable,Senegal,26450.0,1,26450.0
1576,Gadaba,Critically endangered,India,26262.0,1,26262.0
885,Sioux,Vulnerable,United States of America,25000.0,1,25000.0
699,Tamazight (Beni Iznassen),Definitely endangered,Morocco,25000.0,1,25000.0
458,Buryat (Manchuria),Definitely endangered,"China, Mongolia",50000.0,2,25000.0
1423,Minhe Monguor,Definitely endangered,China,25000.0,1,25000.0
1351,Csángó Hungarian,Severely endangered,Romania,25000.0,1,25000.0
1215,Koda,Vulnerable,India,25000.0,1,25000.0
422,Võro-Seto,Definitely endangered,"Estonia, Russian Federation",50000.0,2,25000.0
1986,Turoyo,Severely endangered,"Syrian Arab Republic, Turkey",50000.0,2,25000.0
1862,Miskito (Honduras),Vulnerable,Honduras,25000.0,1,25000.0
1169,Majhi,Severely endangered,Nepal,24664.0,1,24664.0
1501,Jone,Definitely endangered,China,24000.0,1,24000.0
1037,Andi,Definitely endangered,Russian Federation,23729.0,1,23729.0
599,Guambiano,Definitely endangered,Colombia,23462.0,1,23462.0
1203,Juang,Definitely endangered,India,23000.0,1,23000.0
1173,Tiwa,Definitely endangered,India,23000.0,1,23000.0
1164,Anal,Vulnerable,India,23000.0,1,23000.0
1901,Embera (Panama),Vulnerable,Panama,22485.0,1,22485.0
1306,Ediamat,Vulnerable,Guinea-Bissau,22025.0,1,22025.0
1157,Maring,Vulnerable,India,22000.0,1,22000.0
1386,Polci cluster,Definitely endangered,Nigeria,22000.0,1,22000.0
1461,Sarikoli,Definitely endangered,China,22000.0,1,22000.0
362,Irish,Definitely endangered,"Ireland, United Kingdom of Great Britain and Northern Ireland",44000.0,2,22000.0
1178,Mara,Definitely endangered,India,22000.0,1,22000.0
63,Krongo,Definitely endangered,Sudan,21688.0,1,21688.0
2300,Semnani,Definitely endangered,Iran (Islamic Republic of),21000.0,1,21000.0
1799,Khunsari,Definitely endangered,Iran (Islamic Republic of),21000.0,1,21000.0
1779,Ashtiani,Definitely endangered,Iran (Islamic Republic of),21000.0,1,21000.0
277,Plains Cree,Vulnerable,Canada,20933.0,1,20933.0
1273,Higher Reservoir Mazatec,Vulnerable,Mexico,20665.0,1,20665.0
1280,Chilchotla Mazatec,Vulnerable,Mexico,20585.0,1,20585.0
1670,Dungan,Definitely endangered,"Kazakhstan, Kyrgyzstan",41000.0,2,20500.0
955,"Zapotec of the Valleys, middle northwest",Definitely endangered,Mexico,20448.0,1,20448.0
978,Bangni,Vulnerable,India,20000.0,1,20000.0
985,Padam,Vulnerable,India,20000.0,1,20000.0
1927,Guaraní Boliviano,Vulnerable,"Argentina, Bolivia (Plurinational State of)",40000.0,2,20000.0
1152,Khoirao,Vulnerable,India,20000.0,1,20000.0
1990,Bru,Definitely endangered,Thailand,20000.0,1,20000.0
2443,Aluo,Definitely endangered,China,20000.0,1,20000.0
1502,Tangwang,Definitely endangered,China,20000.0,1,20000.0
1405,Yeyi,Definitely endangered,Botswana,20000.0,1,20000.0
1337,Mariupolitan Greek,Severely endangered,Ukraine,20000.0,1,20000.0
2224,Yaw,Definitely endangered,Myanmar,20000.0,1,20000.0
1995,Tacenwit,Vulnerable,Algeria,20000.0,1,20000.0
436,Dhimal,Severely endangered,Nepal,20000.0,1,20000.0
1878,Kaiowá Guarani,Vulnerable,Brazil,20000.0,1,20000.0
1614,Griko (Salento),Severely endangered,Italy,20000.0,1,20000.0
1185,Manchad,Vulnerable,India,20000.0,1,20000.0
1252,Cho-ca-nga-ca-kha,Definitely endangered,Bhutan,20000.0,1,20000.0
2090,Western Neo-Aramaic,Definitely endangered,Syrian Arab Republic,20000.0,1,20000.0
